date,inst_long,inst_short,total_oi,close,retail_long,retail_short,retail_net,retail_ratio
2023-12-14,73311,74448,100253,17666.0,26942,25805,1137,1.1341306494568741
2023-12-15,73958,76252,101456,17666.0,27498,25204,2294,2.2610786942122694
2023-12-18,73974,78553,101127,17646.0,27153,22574,4579,4.527969780572943
2023-12-19,73746,81174,103329,17556.0,29583,22155,7428,7.188688557907268
2023-12-20,64912,69869,101847,17658.0,36935,31978,4957,4.867104578436282
2023-12-21,65542,75766,94236,17512.0,28694,18470,10224,10.849356933655928
2023-12-22,64354,72474,91444,17555.0,27090,18970,8120,8.8797515419273
2023-12-25,65404,71822,93060,17608.0,27656,21238,6418,6.896625832796046
2023-12-26,67843,73092,96521,17465.0,28678,23429,5249,5.438194796987184
2023-12-27,74250,77514,102980,17816.0,28730,25466,3264,3.169547484948534
2023-12-28,76436,80311,104645,17852.0,28209,24334,3875,3.7029958430885377
2023-12-29,77320,82856,106597,17817.0,29277,23741,5536,5.193391934106963
2024-01-02,78476,84435,107525,17785.0,29049,23090,5959,5.541966984422228
2024-01-03,74603,89232,111298,17546.0,36695,22066,14629,13.143991805782672
2024-01-04,71715,84381,107128,17545.0,35413,22747,12666,11.82323948920917
2024-01-05,72588,83583,107431,17492.0,34843,23848,10995,10.234476082322608
2024-01-08,75012,84664,108797,17516.0,33785,24133,9652,8.871568149857072
2024-01-09,73666,88207,110747,17545.0,37081,22540,14541,13.129926770025374
2024-01-10,71775,87986,110195,17432.0,38420,22209,16211,14.711193792821817
2024-01-11,74851,90401,110799,17250.0,35948,20398,15550,14.034422693345608
2024-01-12,74178,90793,109853,17470.0,35675,19060,16615,15.124757630651873
2024-01-15,75621,89234,109577,17536.0,33956,20343,13613,12.423227502121795
2024-01-16,69087,83870,104301,17308.0,35214,20431,14783,14.173401980805552
2024-01-17,56234,69677,106979,17220.0,50745,37302,13443,12.566017629628245
2024-01-18,54421,67071,83753,17280.0,29332,16682,12650,15.103936575406255
2024-01-19,60859,60745,87492,17654.0,26633,26747,-114,-0.13029762721163077
2024-01-22,58881,60833,85625,17817.0,26744,24792,1952,2.27970802919708
2024-01-23,60201,58916,86137,17806.0,25936,27221,-1285,-1.4918095591905918
2024-01-24,57624,56895,85022,17529.0,27398,28127,-729,-0.8574251370233587
2024-01-25,61656,56889,86899,17995.0,25243,30010,-4767,-5.485678776510662
2024-01-26,61567,56778,87133,17980.0,25566,30355,-4789,-5.496195471291014
2024-01-29,62905,58508,90348,18125.0,27443,31840,-4397,-4.86673750387391
2024-01-30,59722,57537,86198,0.0,26476,28661,-2185,-2.5348615977168842
2024-01-31,57044,58299,84268,-407.0,27224,25969,1255,1.4892960554421608
2024-02-01,57184,60210,85343,-16.0,28159,25133,3026,3.545692089567978
2024-02-02,56322,61417,85984,0.0,29662,24567,5095,5.925521027167846
2024-02-05,56250,60026,83617,18086.0,27367,23591,3776,4.515828121075858
2024-02-15,63229,65120,87939,18667.0,24710,22819,1891,2.150354222813541
2024-02-16,60997,65896,87101,18255.0,26104,21205,4899,5.624504885133351
2024-02-19,66198,68624,92475,18671.0,26277,23851,2426,2.623411732900784
2024-02-20,69074,66329,94650,18753.0,25576,28321,-2745,-2.900158478605388
2024-02-21,53639,53016,87043,18692.0,33404,34027,-623,-0.7157381983617292
2024-02-22,54232,53213,77453,18889.0,23221,24240,-1019,-1.3156365796031142
2024-02-23,54621,51537,78140,18913.0,23519,26603,-3084,-3.9467622216534424
2024-02-26,56333,52253,80421,0.0,24088,28168,-4080,-5.07330174954303
2024-02-27,55843,53156,79577,18867.0,23734,26421,-2687,-3.3766037925531247
2024-02-29,55172,52187,80725,0.0,25553,28538,-2985,-3.6977392381542273
2024-03-01,52517,53121,79240,18628.0,26723,26119,604,0.762241292276628
2024-03-04,56427,52032,82614,0.0,26187,30582,-4395,-5.319921562931222
2024-03-05,55421,51453,82468,19389.0,27047,31015,-3968,-4.811563273027113
2024-03-06,55166,50700,82183,0.0,27017,31483,-4466,-5.43421388851709
2024-03-07,54696,51074,82045,-9.0,27349,30971,-3622,-4.414650496678652
2024-03-08,52623,53561,81702,19791.0,29079,28141,938,1.148074710533402
2024-03-11,50396,56671,79663,0.0,29267,22992,6275,7.876931574256556
2024-03-12,52856,60020,83593,19955.0,30737,23573,7164,8.57009558216597
2024-03-13,51983,59077,83523,0.0,31540,24446,7094,8.493468864863571
2024-03-14,55321,62121,86349,0.0,31028,24228,6800,7.875018818978795
2024-03-15,58739,67543,90880,19730.0,32141,23337,8804,9.6875
2024-03-18,58030,66578,91251,19935.0,33221,24673,8548,9.367568574590964
2024-03-19,58365,66615,90034,19867.0,31669,23419,8250,9.163205011440123
2024-03-20,45026,51201,90198,19833.0,45172,38997,6175,6.846049801547706
2024-03-21,49693,46853,77331,20264.0,27638,30478,-2840,-3.672524602035406
2024-03-22,42767,48501,72743,20242.0,29976,24242,5734,7.882545399557346
2024-03-25,42690,48978,73470,0.0,30780,24492,6288,8.55859534503879
2024-03-26,42948,51133,74674,20207.0,31726,23541,8185,10.960977046897181
2024-03-27,45009,50955,75800,20261.0,30791,24845,5946,7.844327176781003
2024-03-28,46686,53344,77879,20203.0,31193,24535,6658,8.549159593728733
2024-03-29,49542,51194,79920,20280.0,30378,28726,1652,2.067067067067067
2024-04-01,48259,51602,79841,20288.0,31582,28239,3343,4.187071805212861
2024-04-02,55166,52522,85772,20523.0,30606,33250,-2644,-3.08259105535606
2024-04-03,47277,53785,80625,20349.0,33348,26840,6508,8.071937984496124
2024-04-08,48410,53738,81033,20450.0,32623,27295,5328,6.575099033727
2024-04-09,56325,52058,85153,0.0,28828,33095,-4267,-5.010980235575963
2024-04-10,53408,54026,83472,20851.0,30064,29446,618,0.7403680276020701
2024-04-11,50738,61139,85065,20783.0,34327,23926,10401,12.227120437312642
2024-04-12,52138,60507,85971,20755.0,33833,25464,8369,9.734677972804782
2024-04-15,50721,64130,87756,-69.0,37035,23626,13409,15.279866903687497
2024-04-16,55854,68344,87738,19953.0,31884,19394,12490,14.235564977546785
2024-04-17,45879,57413,85540,20238.0,39661,28127,11534,13.483750292260929
2024-04-18,46539,54453,74118,20230.0,27579,19665,7914,10.67756820205618
2024-04-19,44555,55971,73632,19546.0,29077,17661,11416,15.50412863972186
2024-04-22,41759,50850,68932,-6.0,27173,18082,9091,13.188359542737771
2024-04-23,44183,51048,71457,19668.0,27274,20409,6865,9.607176343815162
2024-04-24,46650,52199,75349,20170.0,28699,23150,5549,7.364397669511208
2024-04-25,43845,52935,73091,-15.0,29246,20156,9090,12.436551695831225
2024-04-26,47054,52625,73879,20178.0,26825,21254,5571,7.540708455718134
2024-04-29,49825,55680,79544,20552.0,29719,23864,5855,7.3607060243387314
2024-04-30,48646,53459,76027,20413.0,27381,22568,4813,6.330645691662172
2024-05-02,46317,54263,75324,-263.0,29007,21061,7946,10.54909457808932
2024-05-03,46408,55330,76549,20382.0,30141,21219,8922,11.655279624815478
2024-05-06,50073,57651,79839,20602.0,29766,22188,7578,9.491601848720551
2024-05-07,48419,56764,78849,20639.0,30430,22085,8345,10.583520399751425
2024-05-08,49644,55739,79708,20725.0,30064,23969,6095,7.646660310131982
2024-05-09,48193,55650,77586,20612.0,29393,21936,7457,9.611270074497977
2024-05-10,50036,55844,79274,20809.0,29238,23430,5808,7.326487877488205
2024-05-13,52002,56594,81281,0.0,29279,24687,4592,5.649536792116239
2024-05-14,52355,54613,82303,21013.0,29948,27690,2258,2.7435208923125525
2024-05-15,46658,45461,80254,21143.0,33596,34793,-1197,-1.4915144416477684
2024-05-16,46564,50592,72565,21370.0,26001,21973,4028,5.55088541307793
2024-05-17,45477,51402,72897,21336.0,27420,21495,5925,8.127906498209803
2024-05-20,47233,52828,75015,21302.0,27782,22187,5595,7.458508298340331
2024-05-21,48605,53986,76358,21144.0,27753,22372,5381,7.0470677597632205
2024-05-22,55067,56776,83183,21448.0,28116,26407,1709,2.0545063294182704
2024-05-23,52432,56466,81053,0.0,28621,24587,4034,4.976990364329513
2024-05-24,53431,57238,81983,21440.0,28552,24745,3807,4.64364563385092
2024-05-27,54698,58994,84225,21875.0,29527,25231,4296,5.100623330365093
2024-05-28,55610,60356,84996,21813.0,29386,24640,4746,5.5837921784554565
2024-05-29,53682,62614,85583,21598.0,31901,22969,8932,10.436652138859353
2024-05-30,54978,63099,85477,0.0,30499,22378,8121,9.50080138516794
2024-05-31,59237,66165,90144,21285.0,30907,23979,6928,7.6854810081647145
2024-06-03,60741,69927,92780,0.0,32039,22853,9186,9.900840698426384
2024-06-04,55728,67625,89551,0.0,33823,21926,11897,13.285167111478374
2024-06-05,56219,67256,89165,21330.0,32946,21909,11037,12.378175292996131
2024-06-06,57207,63739,90372,21875.0,33165,26633,6532,7.227902447660779
2024-06-07,56232,62064,88117,21897.0,31885,26053,5832,6.618473166358364
2024-06-11,51015,60940,83450,21669.0,32435,22510,9925,11.89334931096465
2024-06-12,55173,61239,88200,21916.0,33027,26961,6066,6.877551020408164
2024-06-13,56400,63528,88504,22323.0,32104,24976,7128,8.053873271264575
2024-06-14,57938,65223,90379,22511.0,32441,25156,7285,8.060500780048462
2024-06-17,57339,64991,88623,22282.0,31284,23632,7652,8.634327431930764
2024-06-18,60088,67572,91353,22786.0,31265,23781,7484,8.192396527754973
2024-06-19,53564,59686,91903,23060.0,38339,32217,6122,6.661371228360337
2024-06-20,55520,65638,83330,23378.0,27810,17692,10118,12.142085683427336
2024-06-21,53331,67267,83497,0.0,30166,16230,13936,16.690420015090364
2024-06-24,51679,66012,81541,22746.0,29862,15529,14333,17.57766031812217
2024-06-25,52916,67121,81062,22756.0,28146,13941,14205,17.52362389282278
2024-06-26,52537,69702,85696,0.0,33159,15994,17165,20.03010642270351
2024-06-27,52313,67778,83976,0.0,31663,16198,15465,18.415975993140897
2024-06-28,54992,71565,88054,22983.0,33062,16489,16573,18.821405046903035
2024-07-01,57018,72692,89001,0.0,31983,16309,15674,17.61103807822384
2024-07-02,56671,71629,87515,22831.0,30844,15886,14958,17.091927098211734
2024-07-03,57319,72123,90412,23185.0,33093,18289,14804,16.37393266380569
2024-07-04,58352,73034,91806,23624.0,33454,18772,14682,15.992418796157114
2024-07-05,56928,72997,90567,23570.0,33639,17570,16069,17.742665650844128
2024-07-08,58715,75090,94312,23913.0,35597,19222,16375,17.362583764526253
2024-07-09,57816,76665,93403,23881.0,35587,16738,18849,20.180293994839566
2024-07-10,57887,76437,94605,23994.0,36718,18168,18550,19.607843137254903
2024-07-11,56572,76195,94689,24367.0,38117,18494,19623,20.72363210087761
2024-07-12,60213,82636,98658,23808.0,38445,16022,22423,22.728009892760852
2024-07-15,56970,78218,94636,20.0,37666,16418,21248,22.45234371697874
2024-07-16,57390,79337,95630,24002.0,38240,16293,21947,22.949911115758653
2024-07-17,51521,67334,96049,23679.0,44528,28715,15813,16.46347176961759
2024-07-18,53461,76403,89206,23383.0,35745,12803,22942,25.718001031320764
2024-07-19,54748,71558,87019,22943.0,32271,15461,16810,19.317620289821765
2024-07-22,56616,75908,90685,22379.0,34069,14777,19292,21.2736395214203
2024-07-23,57276,69973,86698,25.0,29422,16725,12697,14.645089852130383
2024-07-26,56847,72847,86845,22095.0,29998,13998,16000,18.42362830329898
2024-07-29,55694,71244,86789,22261.0,31095,15545,15550,17.917017133507702
2024-07-30,56293,74441,87839,0.0,31546,13398,18148,20.66052664533977
2024-07-31,56187,73066,86756,22496.0,30569,13690,16879,19.455714878509845
2024-08-01,57385,76499,89714,22672.0,32329,13215,19114,21.305481864591926
2024-08-02,58472,79784,94238,21533.0,35766,14454,21312,22.615080965215732
2024-08-05,58354,72834,85166,19374.0,26812,12332,14480,17.002090035929832
2024-08-06,62186,73609,83079,20420.0,20893,9470,11423,13.749563668315702
2024-08-07,64605,72029,86165,-16.0,21560,14136,7424,8.616027389311204
2024-08-08,65333,71778,85376,0.0,20043,13598,6445,7.548959895052473
2024-08-09,67742,73913,89750,-33.0,22008,15837,6171,6.875766016713092
2024-08-12,65874,74341,89153,21677.0,23279,14812,8467,9.497156573530896
2024-08-13,65126,75040,89823,21714.0,24697,14783,9914,11.037262171158835
2024-08-14,69468,76544,93954,0.0,24486,17410,7076,7.531345126338421
2024-08-15,69058,76554,93739,0.0,24681,17185,7496,7.996671609468844
2024-08-16,68498,77769,95104,22367.0,26606,17335,9271,9.748275572005385
2024-08-19,70760,78640,96511,22361.0,25751,17871,7880,8.164872397964999
2024-08-20,68294,76659,94184,22436.0,25890,17525,8365,8.88155100654039
2024-08-21,59128,70965,93733,0.0,34605,22768,11837,12.628423287422786
2024-08-22,61857,69631,82783,22100.0,20926,13152,7774,9.390816955171957
2024-08-23,61004,69279,82121,22129.0,21117,12842,8275,10.076594293785998
2024-08-26,62866,73045,85721,0.0,22855,12676,10179,11.87456982536368
2024-08-27,61152,71447,83922,22143.0,22770,12475,10295,12.267343485617598
2024-08-28,60825,71246,84667,22401.0,23842,13421,10421,12.308219258979296
2024-08-29,58720,69847,82394,22173.0,23674,12547,11127,13.50462412311576
2024-08-30,58650,73089,84827,0.0,26177,11738,14439,17.021702995508505
2024-09-02,59486,74691,86909,22227.0,27423,12218,15205,17.495311187564003
2024-09-03,58870,71694,85523,22079.0,26653,13829,12824,14.994796721349813
2024-09-04,55969,63257,78628,14.0,22659,15371,7288,9.268962710484814
2024-09-05,56648,59866,76967,5.0,20319,17101,3218,4.1810126417815425
2024-09-06,56384,61069,76753,21319.0,20369,15684,4685,6.103995935012312
2024-09-09,56192,59816,75773,21073.0,19581,15957,3624,4.78270624100933
2024-09-10,56137,58671,75398,0.0,19261,16727,2534,3.3608318523037743
2024-09-11,56736,59687,77189,21005.0,20453,17502,2951,3.823083599994818
2024-09-12,60106,65311,82330,21721.0,22224,17019,5205,6.322118304384793
2024-09-13,62434,68499,84254,9.0,21820,15755,6065,7.198471289196952
2024-09-16,61906,69402,84141,0.0,22235,14739,7496,8.908855373717927
2024-09-18,53392,58624,85242,21692.0,31850,26618,5232,6.137819384810305
2024-09-19,56413,61030,75477,22082.0,19064,14447,4617,6.1170952740569975
2024-09-20,57396,65457,78887,22220.0,21491,13430,8061,10.218413680327556
2024-09-23,55675,67820,80778,22338.0,25103,12958,12145,15.035034291515018
2024-09-24,55913,64191,78098,22491.0,22185,13907,8278,10.599503188301878
2024-09-25,57497,68212,82265,0.0,24768,14053,10715,13.02498024676351
2024-09-26,57442,70423,84147,22957.0,26705,13724,12981,15.426574922457128
2024-09-27,60015,72376,85680,22884.0,25665,13304,12361,14.426937441643323
2024-09-30,58246,71541,83904,22326.0,25658,12363,13295,15.845490083905418
2024-10-01,58187,73535,85062,22391.0,26875,11527,15348,18.04330958594907
2024-10-04,58271,71771,83954,0.0,25683,12183,13500,16.0802344140839
2024-10-07,58761,75985,88030,22799.0,29269,12045,17224,19.56605702601386
2024-10-08,56268,71942,83515,22668.0,27247,11573,15674,18.767886008501467
2024-10-09,56672,72220,84520,0.0,27848,12300,15548,18.395646000946524
2024-10-11,59705,76685,89140,22912.0,29435,12455,16980,19.048687457931344
2024-10-14,60678,75568,88879,23073.0,28201,13311,14890,16.75311378390846
2024-10-15,62227,77944,91482,23225.0,29255,13538,15717,17.180428936840034
2024-10-16,53194,64343,90439,22986.0,37245,26096,11149,12.327646258804277
2024-10-17,50676,64170,74611,23282.0,23935,10441,13494,18.08580504215196
2024-10-18,55489,65067,78056,0.0,22567,12989,9578,12.270677462334733
2024-10-21,52874,66729,78323,0.0,25449,11594,13855,17.689567559976
2024-10-22,51398,65478,76750,23633.0,25352,11272,14080,18.34527687296417
2024-10-23,50801,65255,77000,23406.0,26199,11745,14454,18.771428571428572
2024-10-24,50177,64006,75902,122.0,25725,11896,13829,18.219546257015626
2024-10-25,50433,66191,79257,23481.0,28824,13066,15758,19.8821555193863
2024-10-28,49929,68214,79851,23326.0,29922,11637,18285,22.89889919975955
2024-10-29,51153,68631,81106,22976.0,29953,12475,17478,21.549577096638966
2024-10-30,51554,67907,81166,22904.0,29612,13259,16353,20.147598748244338
2024-11-01,50934,66640,79558,22753.0,28624,12918,15706,19.74157218632947
2024-11-04,51674,66823,80652,3.0,28978,13829,15149,18.783167187422507
2024-11-05,51198,67821,81158,23135.0,29960,13337,16623,20.482269153995908
2024-11-06,51662,69894,82678,23324.0,31016,12784,18232,22.051815476910424
2024-11-07,51690,71230,84310,23540.0,32620,13080,19540,23.176372909500653
2024-11-08,51672,69231,82993,0.0,31321,13762,17559,21.15720602942417
2024-11-11,50698,74568,84982,0.0,34284,10414,23870,28.08830105198748
2024-11-12,50345,71924,84414,22869.0,34069,12490,21579,25.563295188001987
2024-11-13,51609,68968,82287,0.0,30678,13319,17359,21.09567732448625
2024-11-14,51832,70177,82799,22684.0,30967,12622,18345,22.15606468677158
2024-11-15,52960,70683,83980,22759.0,31020,13297,17723,21.103834246249107
2024-11-18,53648,72197,84938,22574.0,31290,12741,18549,21.838282041018154
2024-11-19,55017,71157,85448,22850.0,30431,14291,16140,18.888680835127797
2024-11-20,49393,65587,86886,0.0,37493,21299,16194,18.638215592845796
2024-11-21,48493,66628,78291,22607.0,29798,11663,18135,23.163582020921943
2024-11-22,49375,63925,77795,23038.0,28420,13870,14550,18.7030014782441
2024-11-25,49082,71487,83715,30.0,34633,12228,22405,26.76342352027713
2024-11-26,48282,72322,83689,0.0,35407,11367,24040,28.725399992830596
2024-11-27,50046,70367,84368,22347.0,34322,14001,20321,24.08614640622037
2024-11-28,50431,71683,84353,0.0,33922,12670,21252,25.194124690289616
2024-11-29,51269,69689,83146,22313.0,31877,13457,18420,22.15380174632574
2024-12-02,54367,66619,82577,22852.0,28210,15958,12252,14.837061167153081
2024-12-03,52756,66659,81349,23112.0,28593,14690,13903,17.090560424836198
2024-12-04,51995,65137,79950,23294.0,27955,14813,13142,16.437773608505317
2024-12-05,52401,64820,79106,23294.0,26705,14286,12419,15.699188430713221
2024-12-06,53065,64257,78401,23179.0,25336,14144,11192,14.275328120814784
2024-12-09,52284,65056,79135,23296.0,26851,14079,12772,16.13950843495293
2024-12-10,56152,68329,81383,23090.0,25231,13054,12177,14.962584323507366
2024-12-11,58024,71802,84492,22848.0,26468,12690,13778,16.30686928940018
2024-12-12,59700,73048,87070,0.0,27370,14022,13348,15.330194096703801
2024-12-13,59255,74996,87959,0.0,28704,12963,15741,17.89583783353608
2024-12-16,57134,72414,85556,0.0,28422,13142,15280,17.85964748235074
2024-12-17,59656,74852,87446,23031.0,27790,12594,15196,17.37758159321181
2024-12-18,52209,62407,84086,23105.0,31877,21679,10198,12.12805936779012
2024-12-19,48749,63201,74271,22886.0,25522,11070,14452,19.458469658413108
2024-12-20,47910,60211,73174,22682.0,25264,12963,12301,16.810615792494602
2024-12-23,48435,59690,75252,23242.0,26817,15562,11255,14.95641311858821
2024-12-24,47396,60658,74353,23304.0,26957,13695,13262,17.836536521727435
2024-12-25,47712,61320,75165,0.0,27453,13845,13608,18.104170824186788
2024-12-26,48228,63150,76636,23326.0,28408,13486,14922,19.471266767576594
2024-12-27,48488,61828,75507,23372.0,27019,13679,13340,17.6672361502907
2024-12-30,47778,63182,75588,23177.0,27810,12406,15404,20.37889612107742
2024-12-31,46568,63726,75334,23107.0,28766,11608,17158,22.775904638012054
2025-01-02,46806,63675,77302,68.0,30496,13627,16869,21.822203823963157
2025-01-03,46473,61531,75206,94.0,28733,13675,15058,20.022338643193365
2025-01-06,51392,60653,78107,23609.0,26715,17454,9261,11.856811809440895
2025-01-07,52772,60673,77118,11.0,24346,16445,7901,10.245338312715578
2025-01-08,53314,66878,81234,23450.0,27920,14356,13564,16.697441957800923
2025-01-09,52820,69177,82717,23170.0,29897,13540,16357,19.774653336073598
2025-01-10,51778,68883,81831,23049.0,30053,12948,17105,20.902836333418875
2025-01-13,54109,70662,85449,22535.0,31340,14787,16553,19.371789020351322
2025-01-14,52211,67110,80595,22750.0,28384,13485,14899,18.486258452757614
2025-01-15,49715,61717,83982,0.0,34267,22265,12002,14.291157629015741
2025-01-16,51655,63792,76923,23031.0,25268,13131,12137,15.778115778115778
2025-01-17,49617,58085,71811,23190.0,22194,13726,8468,11.792065282477616
2025-01-20,49565,59954,73450,23346.0,23885,13496,10389,14.14431586113002
2025-01-21,49785,59723,72537,23365.0,22752,12814,9938,13.700594179522174
2025-01-22,52054,60420,74267,23698.0,22213,13847,8366,11.264760930157406
2025-02-03,51999,63108,75317,91.0,23318,12209,11109,14.749658111714487
2025-02-04,51818,60989,74051,-127.0,22233,13062,9171,12.384707836491067
2025-02-05,53540,61240,75684,0.0,22144,14444,7700,10.17388087310396
2025-02-06,53914,61543,75767,23290.0,21853,14224,7629,10.069027412989824
2025-02-07,54159,61670,77586,23431.0,23427,15916,7511,9.680870260098471
2025-02-10,53888,61001,75524,23246.0,21636,14523,7113,9.418198188655262
2025-02-11,54377,61978,76022,23335.0,21645,14044,7601,9.998421509563022
2025-02-12,56043,62662,77708,23195.0,21665,15046,6619,8.51778452668966
2025-02-13,56385,63503,78082,23399.0,21697,14579,7118,9.116057478035911
2025-02-14,59771,69238,82629,23179.0,22858,13391,9467,11.457236563434146
2025-02-17,58996,65794,81769,23504.0,22773,15975,6798,8.313664102532744
2025-02-18,60528,67317,83915,23652.0,23387,16598,6789,8.090329500089375
2025-02-19,54154,58482,79008,23625.0,24854,20526,4328,5.477926285945727
2025-02-20,55875,58554,72311,23553.0,16436,13757,2679,3.704830523710086
2025-02-21,56009,59499,75524,23745.0,19515,16025,3490,4.621047614003496
2025-02-24,51950,61740,73803,0.0,21853,12063,9790,13.265043426418979
2025-02-25,51321,64331,75343,0.0,24022,11012,13010,17.267695738157492
2025-02-26,52342,64833,76587,23421.0,24245,11754,12491,16.309556452139397
2025-02-27,50555,63001,76033,23196.0,25478,13032,12446,16.36920810700617
2025-03-03,52000,70743,82245,22718.0,30245,11502,18743,22.78922730865098
2025-03-04,53389,69082,79875,22588.0,26486,10793,15693,19.64694835680751
2025-03-05,54076,68199,80381,22888.0,26305,12182,14123,17.570072529577885
2025-03-06,54033,66546,79462,22763.0,25429,12916,12513,15.747149580931765
2025-03-07,53527,65846,79200,22520.0,25673,13354,12319,15.554292929292929
2025-03-10,54168,67441,81090,22450.0,26922,13649,13273,16.368232827722284
2025-03-11,55255,69941,81876,-139.0,26621,11935,14686,17.936880160242318
2025-03-12,56795,69546,82513,0.0,25718,12967,12751,15.453322506756512
2025-03-13,59524,70517,84638,0.0,25114,14121,10993,12.98825586615941
2025-03-14,60360,70839,85966,21961.0,25606,15127,10479,12.189702905799967
2025-03-17,62652,72142,86140,22158.0,23488,13998,9490,11.016949152542372
2025-03-18,65603,75706,88924,22260.0,23321,13218,10103,11.361387252035446
2025-03-19,56628,63093,87353,21964.0,30725,24260,6465,7.401005117168272
2025-03-20,57951,63056,78193,22365.0,20242,15137,5105,6.5287174043712355
2025-03-21,55270,61933,76484,26.0,21214,14551,6663,8.711625960985305
2025-03-24,54721,61649,76279,25.0,21558,14630,6928,9.082447331506707
2025-03-25,55535,59683,75078,24.0,19543,15395,4148,5.524920749087616
2025-03-26,55124,59926,75981,22036.0,20857,16055,4802,6.320001052894803
2025-03-27,54659,62968,80015,21968.0,25356,17047,8309,10.38430294319815
2025-03-28,55390,63376,81785,21603.0,26395,18409,7986,9.76462676529926
2025-03-31,60046,61169,80743,20769.0,20697,19574,1123,1.3908326418389212
2025-04-01,59802,60208,79160,21181.0,19358,18952,406,0.5128852956038403
2025-04-02,62025,58101,77798,21304.0,15773,19697,-3924,-5.043831460963006
2025-04-07,60710,57913,76600,19167.0,15890,18687,-2797,-3.6514360313315923
2025-04-08,61984,63473,78597,18110.0,16613,15124,1489,1.8944743438044709
2025-04-09,64288,62476,81436,17650.0,17148,18960,-1812,-2.2250601699494084
2025-04-10,67750,62099,81577,-19.0,13827,19478,-5651,-6.927197616975373
2025-04-11,69951,62345,80932,19524.0,10981,18587,-7606,-9.398013146839322
2025-04-14,71071,62984,82040,0.0,10969,19056,-8087,-9.85738664066309
2025-04-15,77383,67660,88149,19798.0,10766,20489,-9723,-11.030187523397883
2025-04-16,65713,59864,89079,19353.0,23366,29215,-5849,-6.566081792566149
2025-04-17,65803,60109,78433,19369.0,12630,18324,-5694,-7.259699361238255
2025-04-18,66974,60471,78552,19330.0,11578,18081,-6503,-8.278592524697016
2025-04-21,69109,61239,81257,0.0,12148,20018,-7870,-9.685319418634702
2025-04-22,67010,62648,81479,-401.0,14469,18831,-4362,-5.35352667558512
2025-04-23,69955,64033,83951,-83.0,13996,19918,-5922,-7.054114900358542
2025-04-24,67144,60537,80710,19005.0,13566,20173,-6607,-8.186098376904969
2025-04-25,68451,58139,80643,-77.0,12192,22504,-10312,-12.787222697568296
2025-04-28,66721,57222,79476,19685.0,12755,22254,-9499,-11.9520358347174
2025-04-29,67428,57829,81061,20154.0,13633,23232,-9599,-11.841699460899816
2025-04-30,66791,55438,79086,20075.0,12295,23648,-11353,-14.355258832157396
2025-05-02,68548,57710,82332,20583.0,13784,24622,-10838,-13.163775931594035
2025-05-05,68316,58979,83220,0.0,14904,24241,-9337,-11.219658735880799
2025-05-06,71069,64895,87282,20337.0,16213,22387,-6174,-7.073623427510826
2025-05-07,72832,66168,88648,20381.0,15816,22480,-6664,-7.517372078332281
2025-05-08,76123,68478,90927,20575.0,14804,22449,-7645,-8.407843654800004
2025-05-09,76518,71585,93806,20848.0,17288,22221,-4933,-5.258725454661748
2025-05-12,78606,75584,96554,21066.0,17948,20970,-3022,-3.129854796279802
2025-05-13,77904,75126,96163,21360.0,18259,21037,-2778,-2.8888449819577176
2025-05-14,79126,75921,98237,0.0,19111,22316,-3205,-3.2625181957918095
2025-05-15,77850,75329,97434,21694.0,19584,22105,-2521,-2.5873924913274626
2025-05-16,78448,75769,98403,21821.0,19955,22634,-2679,-2.7224779732325235
2025-05-19,80774,78848,100704,21441.0,19930,21856,-1926,-1.9125357483317444
2025-05-20,89570,87020,109197,-88.0,19627,22177,-2550,-2.3352289898074123
2025-05-21,79504,75722,110187,21849.0,30683,34465,-3782,-3.4323468285732432
2025-05-22,80668,79167,97485,21503.0,16817,18318,-1501,-1.539724060111812
2025-05-23,79601,78149,96768,21470.0,17167,18619,-1452,-1.5004960317460319
2025-05-26,82304,80670,99311,0.0,17007,18641,-1634,-1.6453363675725752
2025-05-27,83671,83431,102072,-634.0,18401,18641,-240,-0.23512814483893724
2025-05-28,83825,83358,102166,21252.0,18341,18808,-467,-0.4570992306638216
2025-05-29,82184,86179,102796,21320.0,20612,16617,3995,3.8863379898050505
2025-06-02,81399,85280,104060,0.0,22661,18780,3881,3.7295790889871228
2025-06-03,80033,80354,99598,20971.0,19565,19244,321,0.32229562842627363
2025-06-04,82933,80034,101496,21482.0,18563,21462,-2899,-2.856270197840309
2025-06-05,82929,78933,100688,-623.0,17759,21755,-3996,-3.968695375814397
2025-06-06,80777,79363,99525,0.0,18748,20162,-1414,-1.4207485556392867
2025-06-09,81193,79372,99389,0.0,18196,20017,-1821,-1.832194709676121
2025-06-10,83612,81417,102267,22113.0,18655,20850,-2195,-2.1463424173975962
2025-06-11,83059,79447,100822,0.0,17763,21375,-3612,-3.5825514272678585
2025-06-12,81508,79945,100186,21810.0,18678,20241,-1563,-1.5600982173157927
2025-06-13,84221,83408,102249,21940.0,18028,18841,-813,-0.7951178006630871
2025-06-16,82006,82277,100866,22032.0,18860,18589,271,0.26867328931453616
2025-06-17,89194,88330,107104,21345.0,17910,18774,-864,-0.806692560501942
2025-06-18,81942,83368,108559,22308.0,26617,25191,1426,1.313571421991728
2025-06-19,79096,81012,97494,21704.0,18398,16482,1916,1.9652491435370383
2025-06-20,80006,80927,97949,21653.0,17943,17022,921,0.9402852504874986
