,1,2,3,4,5
停損賣出,1.3756249999999999,1.1056249999999999,2.395333333333333,2.5626666666666664,3.9306666666666668
買入,-0.5332692307692308,0.024999999999999876,0.16254901960784318,-0.46980392156862755,-1.0397872340425531
看多,-0.40732142857142867,-0.625,-0.7669642857142857,-0.6794545454545454,-0.9880000000000002
計畫買入,-1.2032,-2.0088,-2.205416666666667,-2.6533333333333333,-2.8341666666666665
持有,-0.5692307692307693,-0.5999999999999999,0.24923076923076928,1.07,0.11000000000000022
被套,1.6421951219512194,1.420731707317073,1.5374358974358973,2.1810810810810812,2.023513513513514
賣出,2.966153846153847,3.4346153846153844,4.068461538461539,4.851538461538461,3.1723076923076925
看空,-0.34846153846153843,0.18076923076923074,0.11538461538461545,-0.2938461538461538,0.1261538461538461
